dataset_name,problem_class,k,method,sigma,epsilon,n,pos,neg,tp,tn,fp,fn,prec,rec,f1,acc
car,classification,1,edited,None,None,39.0,59.0,-20.0,18.0,0.0,0.0,0.0,1.0,0.3050847457627119,0.4675324675324675,24.0
