problem_class,dataset_name,fold,best_eta,best_eta_iter,ce_te,acc_te
classification,house-votes-84,1,0.01,4,8.966447880563496,0.9886363636363636
classification,house-votes-84,2,0.01,4,53.309525617214746,0.9069767441860465
classification,house-votes-84,3,0.01,4,23.280023030664445,0.9534883720930233
classification,house-votes-84,4,0.01,4,21.19364013988414,0.9651162790697675
classification,house-votes-84,5,0.01,4,24.119863404995904,0.9213483146067416
