fold,run,eta,h1,h2,mse_te
3,6,0.0001,8.0,6.0,9.239341619661106
3,7,0.0001,8.0,6.0,8.891657052365208
3,8,0.0001,8.0,6.0,8.591231672151915
3,9,0.0001,8.0,6.0,8.291562119417662
3,10,0.0001,8.0,6.0,8.022994102834327
3,11,0.0001,8.0,6.0,7.772762894560046
3,12,0.0001,8.0,6.0,7.550957741486355
3,13,0.0001,8.0,6.0,7.355357805724542
3,14,0.0001,8.0,6.0,7.189297422126747
3,15,0.0001,8.0,6.0,7.050435465038804
3,16,0.0001,8.0,6.0,6.937423823140123
3,17,0.0001,8.0,6.0,6.8463375817532235
3,18,0.0001,8.0,6.0,6.773842036209148
3,19,0.0001,8.0,6.0,6.715959923093649
3,20,0.0001,8.0,6.0,6.669540690046643
3,21,0.0001,8.0,6.0,6.631622498037375
3,22,0.0001,8.0,6.0,6.600018339442605
3,23,0.0001,8.0,6.0,6.572881146473275
3,24,0.0001,8.0,6.0,6.54891150889458
3,25,0.0001,8.0,6.0,6.527065083877829
3,26,0.0001,8.0,6.0,6.506628110640848
3,27,0.0001,8.0,6.0,6.487034024721964
3,28,0.0001,8.0,6.0,6.467899094818591
3,29,0.0001,8.0,6.0,6.448912101032438
3,30,0.0001,8.0,6.0,6.429858155250351
3,31,0.0001,8.0,6.0,6.410552387179449
3,32,0.0001,8.0,6.0,6.390859113724682
3,33,0.0001,8.0,6.0,6.37065053067055
3,34,0.0001,8.0,6.0,6.349822978890777
3,35,0.0001,8.0,6.0,6.328269453503175
3,36,0.0001,8.0,6.0,6.305893734388083
3,37,0.0001,8.0,6.0,6.282590426968253
3,38,0.0001,8.0,6.0,6.2582577837565605
3,39,0.0001,8.0,6.0,6.232781803299374
3,40,0.0001,8.0,6.0,6.206048903829021
3,41,0.0001,8.0,6.0,6.177932196116402
3,42,0.0001,8.0,6.0,6.148305799848103
3,43,0.0001,8.0,6.0,6.1170323119578045
3,44,0.0001,8.0,6.0,6.08398173727734
3,45,0.0001,8.0,6.0,6.049019413148305
3,46,0.0001,8.0,6.0,6.012034567483924
3,47,0.0001,8.0,6.0,5.972926301599875
3,48,0.0001,8.0,6.0,5.931649976515399
4,0,0.0001,8.0,6.0,23.698219116786788
4,1,0.0001,8.0,6.0,17.660611970097086
4,2,0.0001,8.0,6.0,39.444773228862715
4,3,0.0001,8.0,6.0,15.122973202754489
4,4,0.0001,8.0,6.0,10.945664186784244
4,5,0.0001,8.0,6.0,10.814634443290187
4,6,0.0001,8.0,6.0,10.468197304913101
4,7,0.0001,8.0,6.0,10.168378875277787
4,8,0.0001,8.0,6.0,9.835850697214003
4,9,0.0001,8.0,6.0,9.526147527763172
4,10,0.0001,8.0,6.0,9.227603686474186
4,11,0.0001,8.0,6.0,8.951873775935248
4,12,0.0001,8.0,6.0,8.69912822418532
4,13,0.0001,8.0,6.0,8.47431876384364
4,14,0.0001,8.0,6.0,8.278158942008218
4,15,0.0001,8.0,6.0,8.111147805722752
4,16,0.0001,8.0,6.0,7.971244934788553
4,17,0.0001,8.0,6.0,7.8557974854461765
4,18,0.0001,8.0,6.0,7.761149545466473
4,19,0.0001,8.0,6.0,7.683771235193508
4,20,0.0001,8.0,6.0,7.620169111430631
4,21,0.0001,8.0,6.0,7.567403752008263
4,22,0.0001,8.0,6.0,7.5229293561048145
4,23,0.0001,8.0,6.0,7.484760540270747
