fold,run,eta,h1,h2,mse_te
5,12,0.0001,4.0,4.0,9.872448219042594
5,13,0.0001,4.0,4.0,9.923823149002041
5,14,0.0001,4.0,4.0,9.893468062092817
5,15,0.0001,4.0,4.0,9.946124273689158
5,16,0.0001,4.0,4.0,9.930959741441182
5,17,0.0001,4.0,4.0,9.981844969746643
5,18,0.0001,4.0,4.0,9.989275274400585
5,19,0.0001,4.0,4.0,10.034027894076006
5,20,0.0001,4.0,4.0,10.07627839293098
5,21,0.0001,4.0,4.0,10.107719659881763
5,22,0.0001,4.0,4.0,10.205701836157422
5,23,0.0001,4.0,4.0,10.2109533232156
5,24,0.0001,4.0,4.0,10.402095837674244
5,25,0.0001,4.0,4.0,10.356416257807247
5,26,0.0001,4.0,4.0,10.711642281849203
